地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2021/04/13,20:12:21.1,トカラ列島近海,29°19.4′N,129°18.1′E,24 km,2.9,震度１
2021/04/13,12:52:59.7,トカラ列島近海,29°17.2′N,129°19.3′E,16 km,3.5,震度２
2021/04/13,12:03:35.8,トカラ列島近海,29°18.0′N,129°29.9′E,12 km,3.1,震度１
2021/04/13,10:54:36.9,トカラ列島近海,29°17.7′N,129°18.0′E,17 km,3.5,震度３
2021/04/13,06:08:05.1,トカラ列島近海,29°17.9′N,129°22.3′E,21 km,3.2,震度１
2021/04/13,03:31:56.5,トカラ列島近海,29°17.9′N,129°21.3′E,18 km,2.1,震度１
2021/04/12,23:12:17.4,トカラ列島近海,29°17.3′N,129°25.9′E,18 km,2.6,震度１
2021/04/12,23:01:47.6,トカラ列島近海,29°18.0′N,129°20.7′E,14 km,5.3,震度４
2021/04/12,22:04:50.0,トカラ列島近海,29°18.1′N,129°18.7′E,17 km,2.9,震度１
2021/04/12,20:27:06.1,トカラ列島近海,29°17.9′N,129°28.4′E,13 km,2.6,震度１
2021/04/12,17:16:20.8,トカラ列島近海,29°17.3′N,129°21.1′E,19 km,2.4,震度１
2021/04/12,16:53:54.4,トカラ列島近海,29°16.7′N,129°19.5′E,15 km,3.7,震度２
2021/04/12,16:31:23.1,トカラ列島近海,29°17.2′N,129°21.4′E,17 km,2.8,震度２
2021/04/12,15:55:45.5,トカラ列島近海,29°18.2′N,129°21.8′E,16 km,3.1,震度２
2021/04/12,15:02:28.4,トカラ列島近海,29°19.2′N,129°22.4′E,21 km,2.9,震度１
2021/04/12,13:55:35.9,トカラ列島近海,29°17.2′N,129°28.5′E,17 km,2.7,震度１
2021/04/12,13:50:35.7,トカラ列島近海,29°18.7′N,129°24.5′E,21 km,2.7,震度１
2021/04/12,12:59:10.3,トカラ列島近海,29°18.5′N,129°19.6′E,17 km,2.7,震度１
2021/04/12,11:51:58.1,トカラ列島近海,29°18.6′N,129°28.0′E,15 km,2.9,震度２
2021/04/12,11:14:39.3,トカラ列島近海,29°18.7′N,129°20.9′E,19 km,2.6,震度１
2021/04/12,06:47:05.8,トカラ列島近海,29°22.8′N,129°22.2′E,18 km,2.8,震度１
2021/04/12,06:22:50.8,トカラ列島近海,29°19.5′N,129°15.4′E,23 km,2.4,震度１
2021/04/12,05:33:04.6,トカラ列島近海,29°19.9′N,129°17.8′E,22 km,2.1,震度１
2021/04/12,05:08:28.2,トカラ列島近海,29°18.9′N,129°19.4′E,20 km,3.6,震度２
2021/04/12,04:54:17.3,トカラ列島近海,29°18.2′N,129°21.0′E,18 km,2.5,震度１
2021/04/12,04:38:23.6,トカラ列島近海,29°17.7′N,129°21.6′E,17 km,2.9,震度１
2021/04/12,04:37:21.4,トカラ列島近海,29°18.1′N,129°21.1′E,19 km,2.4,震度１
2021/04/12,04:23:50.4,トカラ列島近海,29°18.3′N,129°20.9′E,18 km,2.6,震度１
2021/04/12,04:21:05.6,トカラ列島近海,29°18.0′N,129°21.0′E,15 km,2.8,震度１
2021/04/12,04:18:18.7,トカラ列島近海,29°19.5′N,129°25.5′E,20 km,4.0,震度３
2021/04/12,03:56:29.7,トカラ列島近海,29°20.4′N,129°15.2′E,20 km,3.1,震度２
2021/04/12,03:37:34.7,トカラ列島近海,29°17.9′N,129°21.9′E,16 km,2.9,震度１
2021/04/12,03:35:56.5,トカラ列島近海,29°19.5′N,129°23.2′E,21 km,3.2,震度２
2021/04/12,03:08:12.5,トカラ列島近海,29°17.7′N,129°24.5′E,15 km,2.6,震度１
2021/04/12,02:52:26.8,トカラ列島近海,29°17.3′N,129°15.6′E,14 km,2.5,震度１
2021/04/12,02:35:28.1,トカラ列島近海,29°14.1′N,129°22.8′E,14 km,2.7,震度２
2021/04/12,02:04:10.8,トカラ列島近海,29°18.3′N,129°14.3′E,10 km,1.9,震度１
2021/04/12,01:32:35.2,トカラ列島近海,29°12.8′N,129°20.6′E,11 km,2.5,震度１
2021/04/12,01:23:35.7,トカラ列島近海,29°20.2′N,129°25.7′E,15 km,2.9,震度１
2021/04/12,01:14:29.5,トカラ列島近海,29°18.8′N,129°26.6′E,13 km,2.7,震度１
2021/04/12,01:05:40.4,トカラ列島近海,29°18.7′N,129°22.5′E,12 km,2.4,震度１
2021/04/11,22:57:59.7,トカラ列島近海,29°19.1′N,129°24.9′E,16 km,2.9,震度２
2021/04/11,22:53:45.1,トカラ列島近海,29°19.0′N,129°24.5′E,18 km,3.3,震度２
2021/04/11,22:26:55.4,トカラ列島近海,29°17.7′N,129°21.4′E,13 km,2.6,震度１
2021/04/11,21:53:42.1,トカラ列島近海,29°23.0′N,129°08.5′E,22 km,2.5,震度１
2021/04/11,21:30:20.2,トカラ列島近海,29°19.3′N,129°11.1′E,26 km,2.9,震度１
2021/04/11,21:21:32.4,トカラ列島近海,29°18.6′N,129°19.4′E,18 km,3.4,震度２
2021/04/11,21:14:15.0,トカラ列島近海,29°17.9′N,129°19.5′E,17 km,4.5,震度３
2021/04/11,21:06:24.9,トカラ列島近海,29°17.1′N,129°22.7′E,11 km,2.5,震度１
2021/04/11,21:00:22.9,トカラ列島近海,29°18.7′N,129°19.6′E,18 km,3.9,震度４
2021/04/11,20:40:05.6,トカラ列島近海,29°19.6′N,129°16.2′E,19 km,3.0,震度１
2021/04/11,20:26:55.9,トカラ列島近海,29°19.0′N,129°18.6′E,16 km,2.8,震度１
2021/04/11,20:11:46.3,トカラ列島近海,29°17.2′N,129°17.8′E,17 km,2.6,震度１
2021/04/11,20:10:25.0,トカラ列島近海,29°16.9′N,129°11.7′E,18 km,2.9,震度１
2021/04/11,20:09:19.3,トカラ列島近海,29°18.1′N,129°17.5′E,19 km,3.7,震度２
2021/04/11,19:48:14.2,トカラ列島近海,29°18.9′N,129°27.4′E,17 km,2.4,震度１
2021/04/11,19:35:01.5,トカラ列島近海,29°17.2′N,129°19.2′E,17 km,3.6,震度３
2021/04/11,19:16:19.6,トカラ列島近海,29°17.5′N,129°21.9′E,13 km,2.6,震度１
2021/04/11,19:14:44.8,トカラ列島近海,29°19.4′N,129°20.0′E,18 km,2.8,震度１
2021/04/11,19:01:13.9,トカラ列島近海,29°17.5′N,129°18.2′E,16 km,3.6,震度２
2021/04/11,17:54:56.5,トカラ列島近海,29°20.1′N,129°20.7′E,20 km,2.9,震度１
2021/04/11,17:50:02.2,トカラ列島近海,29°17.2′N,129°19.5′E,19 km,3.2,震度２
2021/04/11,17:43:33.9,トカラ列島近海,29°17.5′N,129°19.1′E,16 km,2.9,震度１
2021/04/11,15:41:56.4,トカラ列島近海,29°19.1′N,129°22.4′E,15 km,3.6,震度３
2021/04/11,15:09:28.9,トカラ列島近海,29°17.2′N,129°29.0′E,15 km,3.3,震度２
2021/04/11,15:07:14.9,トカラ列島近海,29°17.1′N,129°21.6′E,16 km,3.0,震度１
2021/04/11,14:44:07.4,トカラ列島近海,29°16.7′N,129°29.5′E,13 km,3.2,震度１
2021/04/11,14:38:13.4,トカラ列島近海,29°19.4′N,129°25.3′E,21 km,3.5,震度２
2021/04/11,14:26:26.7,トカラ列島近海,29°17.9′N,129°14.5′E,23 km,3.0,震度１
2021/04/11,14:24:50.3,トカラ列島近海,29°18.9′N,129°25.6′E,21 km,2.9,震度１
2021/04/11,14:14:29.9,トカラ列島近海,29°17.1′N,129°27.8′E,13 km,2.5,震度１
2021/04/11,14:11:16.9,トカラ列島近海,29°18.7′N,129°25.1′E,23 km,2.6,震度１
2021/04/11,14:06:09.0,トカラ列島近海,29°19.3′N,129°25.3′E,24 km,2.7,震度１
2021/04/11,14:01:32.6,トカラ列島近海,29°17.1′N,129°26.1′E,21 km,3.0,震度１
2021/04/11,13:58:44.0,トカラ列島近海,29°18.9′N,129°17.2′E,19 km,2.7,震度１
2021/04/11,13:52:23.9,トカラ列島近海,29°19.6′N,129°22.4′E,25 km,3.1,震度１
2021/04/11,13:48:01.2,トカラ列島近海,29°17.7′N,129°29.0′E,10 km,3.1,震度１
2021/04/11,13:40:17.2,トカラ列島近海,29°19.2′N,129°25.3′E,22 km,3.5,震度２
2021/04/11,13:33:08.7,トカラ列島近海,29°19.3′N,129°25.5′E,20 km,3.3,震度１
2021/04/11,12:54:09.2,トカラ列島近海,29°16.5′N,129°19.3′E,10 km,2.0,震度１
2021/04/11,11:44:25.8,トカラ列島近海,29°18.3′N,129°18.0′E,17 km,2.5,震度１
2021/04/11,11:30:27.7,トカラ列島近海,29°17.6′N,129°18.1′E,18 km,3.0,震度２
2021/04/11,11:13:41.6,トカラ列島近海,29°18.4′N,129°20.2′E,12 km,2.2,震度１
2021/04/11,10:09:05.8,トカラ列島近海,29°19.5′N,129°17.6′E,14 km,2.9,震度１
2021/04/11,09:37:16.2,トカラ列島近海,29°14.7′N,129°20.7′E,14 km,2.8,震度１
2021/04/11,09:36:24.7,トカラ列島近海,29°17.4′N,129°19.7′E,16 km,2.9,震度２
2021/04/11,09:28:54.9,トカラ列島近海,29°14.6′N,129°21.5′E,13 km,2.1,震度１
2021/04/11,09:11:00.3,トカラ列島近海,29°17.1′N,129°21.3′E,19 km,2.1,震度１
2021/04/11,08:54:13.9,トカラ列島近海,29°17.4′N,129°20.5′E,15 km,2.6,震度１
2021/04/11,08:00:21.5,トカラ列島近海,29°17.9′N,129°17.3′E,20 km,4.4,震度３
2021/04/11,07:59:16.4,トカラ列島近海,29°17.7′N,129°18.4′E,18 km,2.5,震度１
2021/04/11,07:25:44.9,トカラ列島近海,29°19.5′N,129°24.7′E,14 km,3.3,震度２
2021/04/11,06:55:44.6,トカラ列島近海,29°18.4′N,129°24.6′E,19 km,2.8,震度１
2021/04/11,06:20:45.4,トカラ列島近海,29°19.1′N,129°23.9′E,19 km,3.0,震度２
2021/04/11,05:57:19.5,トカラ列島近海,29°18.2′N,129°24.9′E,18 km,2.9,震度２
2021/04/11,05:49:52.2,トカラ列島近海,29°18.0′N,129°27.5′E,17 km,2.7,震度１
2021/04/11,05:44:24.1,トカラ列島近海,29°19.3′N,129°23.5′E,21 km,3.5,震度３
2021/04/11,05:40:36.8,トカラ列島近海,29°19.5′N,129°23.3′E,20 km,4.6,震度４
2021/04/11,05:20:39.0,トカラ列島近海,29°18.4′N,129°19.3′E,18 km,3.9,震度２
2021/04/11,05:04:51.7,トカラ列島近海,29°15.9′N,129°28.9′E,13 km,2.5,震度１
2021/04/11,04:07:22.9,トカラ列島近海,29°17.7′N,129°19.2′E,15 km,3.3,震度２
2021/04/11,03:55:26.4,トカラ列島近海,29°17.5′N,129°22.0′E,16 km,2.4,震度１
2021/04/11,03:47:53.3,トカラ列島近海,29°19.3′N,129°21.0′E,26 km,2.7,震度１
2021/04/11,03:30:39.5,トカラ列島近海,29°16.8′N,129°19.2′E,17 km,2.6,震度１
2021/04/11,03:18:14.1,トカラ列島近海,29°17.1′N,129°18.0′E,22 km,4.4,震度３
2021/04/11,03:13:15.4,トカラ列島近海,29°17.3′N,129°18.7′E,18 km,2.7,震度１
2021/04/11,03:02:38.1,トカラ列島近海,29°17.9′N,129°18.4′E,16 km,2.9,震度１
2021/04/11,02:35:30.3,トカラ列島近海,29°17.2′N,129°19.0′E,17 km,2.8,震度１
2021/04/11,02:26:21.5,トカラ列島近海,29°17.9′N,129°18.0′E,18 km,2.6,震度１
2021/04/11,02:23:39.2,トカラ列島近海,29°18.2′N,129°21.9′E,12 km,2.8,震度１
2021/04/11,02:22:47.0,トカラ列島近海,29°18.1′N,129°19.5′E,16 km,2.8,震度１
2021/04/11,02:15:26.6,トカラ列島近海,29°17.9′N,129°18.6′E,17 km,3.6,震度２
2021/04/11,02:08:22.7,トカラ列島近海,29°16.4′N,129°20.9′E,14 km,3.5,震度２
2021/04/11,02:03:47.7,トカラ列島近海,29°19.4′N,129°15.6′E,19 km,2.6,震度１
2021/04/11,02:01:11.3,トカラ列島近海,29°18.8′N,129°11.9′E,16 km,2.8,震度１
2021/04/11,01:51:04.1,トカラ列島近海,29°17.0′N,129°19.4′E,19 km,2.8,震度２
2021/04/11,01:35:18.3,トカラ列島近海,29°19.6′N,129°18.0′E,25 km,3.7,震度３
2021/04/11,01:33:05.2,トカラ列島近海,29°18.4′N,129°17.6′E,20 km,2.7,震度１
2021/04/11,01:26:48.7,トカラ列島近海,29°19.7′N,129°16.6′E,21 km,3.2,震度２
2021/04/11,01:26:23.7,トカラ列島近海,29°16.3′N,129°22.9′E,12 km,2.4,震度１
2021/04/11,01:19:11.6,トカラ列島近海,29°16.9′N,129°21.4′E,15 km,2.8,震度１
2021/04/11,01:03:35.0,トカラ列島近海,29°18.7′N,129°24.0′E,19 km,3.0,震度１
2021/04/11,00:55:42.5,トカラ列島近海,29°18.9′N,129°23.7′E,18 km,3.2,震度２
2021/04/11,00:52:59.5,トカラ列島近海,29°18.7′N,129°23.9′E,18 km,3.0,震度１
2021/04/11,00:50:06.1,トカラ列島近海,29°18.6′N,129°23.1′E,20 km,2.8,震度１
2021/04/11,00:47:33.7,トカラ列島近海,29°20.0′N,129°23.6′E,23 km,2.4,震度１
2021/04/11,00:38:18.8,トカラ列島近海,29°18.8′N,129°24.4′E,20 km,2.8,震度１
2021/04/11,00:05:10.6,トカラ列島近海,29°18.8′N,129°24.4′E,18 km,3.2,震度２
2021/04/11,00:01:03.4,トカラ列島近海,29°15.7′N,129°24.4′E,12 km,2.9,震度１
2021/04/10,23:54:51.5,トカラ列島近海,29°19.0′N,129°25.5′E,23 km,2.9,震度２
2021/04/10,23:44:38.5,トカラ列島近海,29°18.2′N,129°19.3′E,17 km,3.0,震度１
2021/04/10,23:38:28.0,トカラ列島近海,29°18.3′N,129°15.5′E,20 km,3.4,震度２
2021/04/10,23:32:34.4,トカラ列島近海,29°18.4′N,129°25.5′E,17 km,2.9,震度１
2021/04/10,23:29:30.6,トカラ列島近海,29°18.5′N,129°20.5′E,19 km,3.4,震度３
2021/04/10,23:19:02.9,トカラ列島近海,29°20.4′N,129°23.3′E,21 km,2.9,震度１
2021/04/10,23:16:10.9,トカラ列島近海,29°18.2′N,129°25.8′E,18 km,2.7,震度１
2021/04/10,23:13:16.8,トカラ列島近海,29°18.1′N,129°20.0′E,16 km,2.7,震度１
2021/04/10,23:09:57.5,トカラ列島近海,29°21.5′N,129°19.6′E,23 km,3.9,震度３
2021/04/10,22:58:07.2,トカラ列島近海,29°18.0′N,129°21.1′E,17 km,3.4,震度２
2021/04/10,22:54:12.8,トカラ列島近海,29°16.3′N,129°23.1′E,15 km,2.6,震度１
2021/04/10,22:49:51.7,トカラ列島近海,29°18.1′N,129°24.3′E,15 km,2.9,震度１
2021/04/10,22:42:22.3,トカラ列島近海,29°18.2′N,129°21.4′E,14 km,3.1,震度２
2021/04/10,22:32:05.0,トカラ列島近海,29°17.5′N,129°27.5′E,14 km,3.0,震度１
2021/04/10,22:10:37.9,トカラ列島近海,29°18.4′N,129°20.7′E,20 km,4.6,震度３
2021/04/10,22:02:33.2,トカラ列島近海,29°19.2′N,129°24.5′E,20 km,3.2,震度２
2021/04/10,21:49:28.2,トカラ列島近海,29°21.1′N,129°20.6′E,23 km,2.9,震度１
2021/04/10,21:43:44.3,トカラ列島近海,29°19.1′N,129°24.0′E,20 km,3.4,震度２
2021/04/10,21:35:12.1,トカラ列島近海,29°17.9′N,129°19.4′E,16 km,3.2,震度２
2021/04/10,21:11:52.5,トカラ列島近海,29°20.2′N,129°23.8′E,22 km,2.3,震度１
2021/04/10,21:08:15.6,トカラ列島近海,29°18.1′N,129°26.0′E,19 km,2.3,震度１
2021/04/10,21:06:22.9,トカラ列島近海,29°17.4′N,129°26.8′E,16 km,2.7,震度１
2021/04/10,21:00:53.2,トカラ列島近海,29°18.8′N,129°24.1′E,18 km,2.7,震度１
2021/04/10,20:22:28.0,トカラ列島近海,29°16.1′N,129°24.0′E,11 km,2.8,震度１
2021/04/10,20:21:42.0,トカラ列島近海,29°16.6′N,129°27.5′E,10 km,2.5,震度１
2021/04/10,19:53:53.2,トカラ列島近海,29°17.5′N,129°27.1′E,13 km,2.3,震度１
2021/04/10,19:39:44.9,トカラ列島近海,29°18.0′N,129°26.7′E,18 km,2.3,震度１
2021/04/10,19:25:03.2,トカラ列島近海,29°20.4′N,129°23.3′E,18 km,2.7,震度１
2021/04/10,18:44:07.3,トカラ列島近海,29°17.8′N,129°27.3′E,12 km,3.0,震度２
2021/04/10,18:40:51.1,トカラ列島近海,29°06.7′N,129°25.9′E,19 km,2.8,震度１
2021/04/10,18:39:24.7,トカラ列島近海,29°18.8′N,129°26.2′E,22 km,3.0,震度１
2021/04/10,18:34:25.5,トカラ列島近海,29°14.8′N,129°24.7′E,9 km,2.3,震度１
2021/04/10,18:25:11.8,トカラ列島近海,29°20.9′N,129°19.0′E,18 km,2.6,震度１
2021/04/10,18:12:42.3,トカラ列島近海,29°17.1′N,129°21.0′E,15 km,3.1,震度２
2021/04/10,18:06:27.4,トカラ列島近海,29°18.7′N,129°23.4′E,12 km,2.8,震度１
2021/04/10,18:02:43.5,トカラ列島近海,29°17.3′N,129°27.1′E,15 km,3.0,震度１
2021/04/10,17:54:30.9,トカラ列島近海,29°18.7′N,129°24.9′E,19 km,2.8,震度１
2021/04/10,17:48:40.3,トカラ列島近海,29°18.6′N,129°19.4′E,19 km,3.3,震度２
2021/04/10,17:38:50.7,トカラ列島近海,29°18.5′N,129°18.1′E,18 km,3.7,震度２
2021/04/10,17:31:41.8,トカラ列島近海,29°19.4′N,129°24.4′E,18 km,3.3,震度２
2021/04/10,17:28:50.2,トカラ列島近海,29°19.3′N,129°24.3′E,19 km,2.7,震度１
2021/04/10,17:22:06.9,トカラ列島近海,29°18.1′N,129°26.0′E,18 km,2.9,震度１
2021/04/10,17:20:25.0,トカラ列島近海,29°19.6′N,129°22.5′E,23 km,2.7,震度１
2021/04/10,17:09:39.7,トカラ列島近海,29°19.7′N,129°20.1′E,23 km,3.4,震度２
2021/04/10,17:07:56.1,トカラ列島近海,29°18.9′N,129°24.8′E,21 km,2.6,震度１
2021/04/10,16:50:57.8,トカラ列島近海,29°16.6′N,129°23.0′E,13 km,2.6,震度１
2021/04/10,16:36:23.4,トカラ列島近海,29°18.5′N,129°16.4′E,21 km,5.1,震度４
2021/04/10,16:32:49.7,トカラ列島近海,29°17.8′N,129°21.1′E,15 km,2.7,震度１
2021/04/10,16:29:28.8,トカラ列島近海,29°18.8′N,129°18.4′E,19 km,2.9,震度１
2021/04/10,16:16:46.5,トカラ列島近海,29°18.3′N,129°26.8′E,17 km,3.1,震度１
2021/04/10,15:52:09.8,トカラ列島近海,29°19.0′N,129°18.3′E,19 km,4.5,震度３
2021/04/10,15:39:33.1,トカラ列島近海,29°15.7′N,129°21.5′E,13 km,3.5,震度２
2021/04/10,15:21:14.4,トカラ列島近海,29°18.4′N,129°25.6′E,19 km,2.7,震度１
2021/04/10,15:17:10.3,トカラ列島近海,29°17.2′N,129°19.2′E,20 km,2.7,震度１
2021/04/10,14:56:58.3,トカラ列島近海,29°19.5′N,129°16.7′E,19 km,2.9,震度１
2021/04/10,14:32:06.4,トカラ列島近海,29°19.1′N,129°24.7′E,19 km,3.6,震度２
2021/04/10,14:30:55.0,トカラ列島近海,29°17.4′N,129°16.5′E,21 km,3.1,震度１
2021/04/10,14:25:07.7,トカラ列島近海,29°16.9′N,129°21.1′E,17 km,3.8,震度２
2021/04/10,14:18:05.5,トカラ列島近海,29°21.3′N,129°24.3′E,18 km,2.3,震度１
2021/04/10,14:07:30.7,トカラ列島近海,29°18.1′N,129°20.5′E,16 km,3.8,震度３
2021/04/10,14:06:08.8,トカラ列島近海,29°16.6′N,129°20.0′E,16 km,3.1,震度２
2021/04/10,13:57:27.1,トカラ列島近海,29°18.7′N,129°25.8′E,21 km,3.2,震度１
2021/04/10,13:51:52.4,トカラ列島近海,29°18.0′N,129°14.0′E,23 km,3.0,震度２
2021/04/10,13:36:44.9,トカラ列島近海,29°18.3′N,129°19.5′E,17 km,2.7,震度１
2021/04/10,13:27:02.1,トカラ列島近海,29°18.5′N,129°20.8′E,19 km,3.1,震度２
2021/04/10,13:20:50.8,トカラ列島近海,29°17.7′N,129°19.7′E,17 km,2.8,震度１
2021/04/10,13:06:18.7,トカラ列島近海,29°18.9′N,129°19.9′E,19 km,3.0,震度２
2021/04/10,13:04:54.7,トカラ列島近海,29°18.2′N,129°25.3′E,14 km,2.7,震度１
2021/04/10,12:57:01.8,トカラ列島近海,29°17.3′N,129°20.1′E,18 km,2.9,震度１
2021/04/10,12:53:18.8,トカラ列島近海,29°16.9′N,129°18.5′E,20 km,2.3,震度１
2021/04/10,12:07:24.3,トカラ列島近海,29°17.6′N,129°22.1′E,15 km,2.4,震度１
2021/04/10,11:56:33.8,トカラ列島近海,29°19.4′N,129°18.5′E,17 km,2.9,震度１
2021/04/10,11:50:09.7,トカラ列島近海,29°19.6′N,129°14.3′E,20 km,3.2,震度１
2021/04/10,11:45:25.4,トカラ列島近海,29°17.5′N,129°20.1′E,19 km,2.9,震度１
2021/04/10,11:21:39.2,トカラ列島近海,29°16.7′N,129°21.4′E,15 km,2.3,震度１
2021/04/10,11:17:05.2,トカラ列島近海,29°17.4′N,129°21.9′E,15 km,2.9,震度１
2021/04/10,11:15:06.9,トカラ列島近海,29°19.6′N,129°15.0′E,22 km,2.5,震度１
2021/04/10,11:08:37.0,トカラ列島近海,29°17.6′N,129°19.3′E,18 km,2.9,震度１
2021/04/10,10:59:46.4,トカラ列島近海,29°17.4′N,129°21.1′E,17 km,2.6,震度１
2021/04/10,10:54:56.3,トカラ列島近海,29°17.8′N,129°21.5′E,18 km,3.7,震度３
2021/04/10,10:52:20.0,トカラ列島近海,29°18.5′N,129°19.5′E,18 km,3.2,震度１
2021/04/10,10:47:43.7,トカラ列島近海,29°18.2′N,129°20.6′E,20 km,3.3,震度２
2021/04/10,10:42:02.3,トカラ列島近海,29°18.5′N,129°20.7′E,18 km,2.8,震度２
2021/04/10,10:38:44.9,トカラ列島近海,29°18.4′N,129°19.7′E,18 km,2.7,震度１
2021/04/10,10:27:36.1,トカラ列島近海,29°17.0′N,129°20.8′E,16 km,2.4,震度１
2021/04/10,10:23:48.3,トカラ列島近海,29°18.9′N,129°19.0′E,18 km,2.6,震度１
2021/04/10,10:20:00.5,トカラ列島近海,29°18.2′N,129°21.0′E,18 km,2.6,震度１
2021/04/10,10:11:21.5,トカラ列島近海,29°17.6′N,129°21.7′E,16 km,2.3,震度１
2021/04/10,10:10:28.2,トカラ列島近海,29°17.6′N,129°21.6′E,15 km,2.8,震度１
2021/04/10,09:54:33.2,トカラ列島近海,29°17.5′N,129°15.6′E,18 km,2.5,震度１
2021/04/10,09:38:52.0,トカラ列島近海,29°18.4′N,129°20.5′E,18 km,3.3,震度２
2021/04/10,09:30:13.7,トカラ列島近海,29°16.7′N,129°22.8′E,17 km,2.5,震度１
2021/04/10,09:19:56.3,トカラ列島近海,29°18.4′N,129°19.7′E,19 km,3.2,震度２
2021/04/10,09:10:05.7,トカラ列島近海,29°18.2′N,129°26.1′E,18 km,3.2,震度１
2021/04/10,08:35:28.1,トカラ列島近海,29°17.5′N,129°27.7′E,13 km,2.8,震度１
2021/04/10,08:34:42.7,トカラ列島近海,29°23.0′N,129°15.3′E,32 km,2.7,震度１
2021/04/10,08:10:13.9,トカラ列島近海,29°17.6′N,129°25.7′E,14 km,2.3,震度１
2021/04/10,07:26:22.6,トカラ列島近海,29°17.8′N,129°25.8′E,18 km,2.9,震度１
2021/04/10,07:22:28.7,トカラ列島近海,29°17.4′N,129°22.6′E,17 km,2.2,震度１
2021/04/10,07:07:30.2,トカラ列島近海,29°18.9′N,129°25.4′E,22 km,5.3,震度４
2021/04/10,06:50:33.7,トカラ列島近海,29°19.4′N,129°24.8′E,21 km,2.7,震度１
2021/04/10,06:05:33.4,トカラ列島近海,29°18.6′N,129°25.8′E,19 km,3.9,震度３
2021/04/10,03:17:25.0,トカラ列島近海,29°19.3′N,129°20.2′E,23 km,3.6,震度２
2021/04/10,03:04:28.1,トカラ列島近海,29°18.0′N,129°23.4′E,18 km,2.9,震度１
2021/04/10,00:57:10.9,トカラ列島近海,29°18.0′N,129°23.9′E,18 km,3.1,震度１
2021/04/10,00:38:53.6,トカラ列島近海,29°18.1′N,129°23.6′E,19 km,2.8,震度１
2021/04/09,23:46:13.1,トカラ列島近海,29°18.0′N,129°23.6′E,19 km,3.5,震度２
2021/04/09,23:30:04.7,トカラ列島近海,29°18.3′N,129°23.5′E,19 km,2.5,震度１
