地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2025/06/23,12:09:35.7,トカラ列島近海,29°13.2′N,129°14.5′E,10 km,不明,震度１
2025/06/23,12:04:53.7,トカラ列島近海,29°13.9′N,129°08.6′E,14 km,3.1,震度２
2025/06/23,12:03:28.3,トカラ列島近海,29°19.1′N,129°22.5′E,19 km,2.8,震度１
2025/06/23,11:59:21.2,トカラ列島近海,29°16.0′N,129°05.5′E,7 km,2.7,震度１
2025/06/23,11:56:54.4,トカラ列島近海,29°14.1′N,129°08.9′E,13 km,2.7,震度１
2025/06/23,11:51:03.0,トカラ列島近海,29°18.4′N,129°21.0′E,19 km,2.7,震度１
2025/06/23,11:48:49.5,トカラ列島近海,29°18.2′N,129°21.2′E,18 km,2.5,震度２
2025/06/23,11:46:51.0,トカラ列島近海,29°19.1′N,129°18.9′E,11 km,3.3,震度２
2025/06/23,11:46:26.7,トカラ列島近海,29°13.2′N,129°11.9′E,11 km,2.6,震度２
2025/06/23,11:45:08.5,トカラ列島近海,29°12.0′N,129°09.5′E,14 km,2.5,震度２
2025/06/23,11:41:56.0,トカラ列島近海,29°18.3′N,129°24.1′E,18 km,2.8,震度１
2025/06/23,11:37:43.0,トカラ列島近海,29°18.6′N,129°21.8′E,19 km,2.7,震度１
2025/06/23,11:34:38.8,トカラ列島近海,29°18.9′N,129°22.5′E,18 km,2.5,震度１
2025/06/23,11:32:18.7,トカラ列島近海,29°18.6′N,129°23.0′E,18 km,3.1,震度２
2025/06/23,11:28:00.6,トカラ列島近海,29°17.3′N,129°23.2′E,15 km,2.5,震度１
2025/06/23,11:23:43.6,トカラ列島近海,29°19.0′N,129°19.7′E,17 km,2.6,震度１
2025/06/23,11:20:22.3,トカラ列島近海,29°18.8′N,129°21.0′E,21 km,3.1,震度１
2025/06/23,11:18:12.9,トカラ列島近海,29°19.2′N,129°20.8′E,19 km,3.0,震度１
2025/06/23,11:14:37.7,トカラ列島近海,29°15.4′N,129°25.5′E,15 km,2.5,震度１
2025/06/23,11:10:31.9,トカラ列島近海,29°19.0′N,129°24.5′E,20 km,3.4,震度３
2025/06/23,11:08:47.0,トカラ列島近海,29°18.2′N,129°22.0′E,16 km,3.3,震度２
2025/06/23,11:07:47.0,トカラ列島近海,29°18.5′N,129°23.8′E,12 km,4.0,震度２
2025/06/23,11:07:01.3,トカラ列島近海,29°18.5′N,129°23.3′E,17 km,3.5,震度２
2025/06/23,10:57:54.8,トカラ列島近海,29°18.2′N,129°19.7′E,21 km,2.5,震度１
2025/06/23,10:34:24.1,トカラ列島近海,29°18.9′N,129°19.8′E,19 km,2.8,震度１
2025/06/23,10:32:37.7,トカラ列島近海,29°22.1′N,129°20.0′E,18 km,2.1,震度１
2025/06/23,10:30:13.5,トカラ列島近海,29°18.2′N,129°24.0′E,19 km,2.5,震度１
2025/06/23,10:23:50.1,トカラ列島近海,29°18.8′N,129°20.6′E,20 km,3.1,震度２
2025/06/23,10:17:27.2,トカラ列島近海,29°16.0′N,129°20.1′E,20 km,2.8,震度１
2025/06/23,10:16:11.0,トカラ列島近海,29°18.7′N,129°21.8′E,15 km,3.7,震度２
2025/06/23,10:13:18.0,トカラ列島近海,29°17.0′N,129°20.0′E,20 km,4.5,震度３
2025/06/23,10:05:31.3,トカラ列島近海,29°16.9′N,129°25.0′E,4 km,3.0,震度１
2025/06/23,09:46:46.6,トカラ列島近海,29°17.3′N,129°26.1′E,14 km,2.8,震度１
2025/06/23,09:44:31.1,トカラ列島近海,29°18.0′N,129°22.3′E,17 km,2.8,震度１
2025/06/23,09:10:37.9,トカラ列島近海,29°18.9′N,129°25.9′E,12 km,2.8,震度１
2025/06/23,09:06:38.9,トカラ列島近海,29°18.7′N,129°23.5′E,18 km,4.0,震度２
2025/06/23,09:00:53.3,トカラ列島近海,29°19.4′N,129°19.7′E,19 km,2.8,震度１
2025/06/23,08:05:48.4,トカラ列島近海,29°18.5′N,129°24.3′E,19 km,3.4,震度２
2025/06/23,07:17:04.6,トカラ列島近海,29°18.1′N,129°25.5′E,14 km,2.8,震度１
2025/06/23,07:07:59.1,トカラ列島近海,29°19.3′N,129°19.0′E,23 km,3.0,震度２
2025/06/23,07:06:54.4,トカラ列島近海,29°18.8′N,129°20.2′E,19 km,3.4,震度２
2025/06/23,06:43:23.4,トカラ列島近海,29°17.4′N,129°26.2′E,16 km,3.0,震度２
2025/06/23,06:41:10.1,トカラ列島近海,29°18.4′N,129°24.4′E,15 km,3.0,震度１
2025/06/23,06:22:44.3,トカラ列島近海,29°18.0′N,129°24.6′E,15 km,4.3,震度３
2025/06/23,06:19:33.1,トカラ列島近海,29°17.9′N,129°25.2′E,10 km,3.0,震度１
2025/06/23,06:16:29.6,トカラ列島近海,29°17.5′N,129°23.6′E,14 km,2.4,震度１
2025/06/23,06:12:02.9,トカラ列島近海,29°17.4′N,129°25.9′E,12 km,3.2,震度２
2025/06/23,06:06:52.2,トカラ列島近海,29°18.6′N,129°23.5′E,16 km,3.6,震度３
2025/06/23,06:05:23.5,トカラ列島近海,29°19.4′N,129°21.8′E,20 km,2.8,震度１
2025/06/23,06:03:55.4,トカラ列島近海,29°18.0′N,129°24.6′E,13 km,2.8,震度１
2025/06/23,06:00:43.9,トカラ列島近海,29°18.4′N,129°20.7′E,20 km,2.7,震度１
2025/06/23,05:51:43.0,トカラ列島近海,29°17.1′N,129°23.2′E,15 km,2.9,震度１
2025/06/23,05:50:32.9,トカラ列島近海,29°17.7′N,129°24.7′E,15 km,2.6,震度１
2025/06/23,05:41:16.8,トカラ列島近海,29°18.3′N,129°23.5′E,17 km,3.8,震度２
2025/06/23,05:37:44.3,トカラ列島近海,29°17.6′N,129°24.0′E,16 km,2.6,震度１
2025/06/23,05:27:10.6,トカラ列島近海,29°17.8′N,129°21.8′E,18 km,3.0,震度１
2025/06/23,05:09:04.2,トカラ列島近海,29°18.7′N,129°24.7′E,15 km,2.9,震度２
2025/06/23,04:49:58.7,トカラ列島近海,29°18.2′N,129°24.6′E,14 km,3.2,震度１
2025/06/23,04:27:48.1,トカラ列島近海,29°17.2′N,129°28.7′E,18 km,3.0,震度１
2025/06/23,03:51:57.7,トカラ列島近海,29°18.4′N,129°23.6′E,18 km,2.8,震度１
2025/06/23,03:37:04.1,トカラ列島近海,29°20.0′N,129°20.2′E,18 km,2.6,震度１
2025/06/23,03:32:42.5,トカラ列島近海,29°17.2′N,129°23.7′E,20 km,4.4,震度３
2025/06/23,03:20:33.0,トカラ列島近海,29°18.1′N,129°24.4′E,18 km,3.0,震度２
2025/06/23,03:02:04.6,トカラ列島近海,29°19.7′N,129°23.6′E,20 km,2.8,震度１
2025/06/23,02:53:21.7,トカラ列島近海,29°18.9′N,129°23.4′E,19 km,3.1,震度２
2025/06/23,02:36:16.9,トカラ列島近海,29°17.3′N,129°26.3′E,10 km,3.4,震度２
2025/06/23,02:34:15.7,トカラ列島近海,29°19.2′N,129°23.3′E,19 km,3.9,震度２
2025/06/23,02:24:46.5,トカラ列島近海,29°18.7′N,129°25.6′E,16 km,2.9,震度１
2025/06/23,02:12:36.1,トカラ列島近海,29°19.4′N,129°22.4′E,23 km,2.4,震度１
2025/06/23,01:32:03.2,トカラ列島近海,29°18.6′N,129°24.0′E,19 km,3.0,震度１
2025/06/23,01:25:18.1,トカラ列島近海,29°18.7′N,129°24.2′E,18 km,2.3,震度１
2025/06/23,01:14:13.7,トカラ列島近海,29°18.6′N,129°22.7′E,20 km,2.9,震度１
2025/06/23,00:28:49.9,トカラ列島近海,29°19.8′N,129°19.5′E,19 km,2.4,震度１
2025/06/23,00:25:22.7,トカラ列島近海,29°19.2′N,129°24.8′E,19 km,2.6,震度１
2025/06/23,00:22:19.7,トカラ列島近海,29°17.3′N,129°25.3′E,17 km,3.7,震度２
2025/06/23,00:21:18.0,トカラ列島近海,29°18.1′N,129°24.4′E,17 km,2.5,震度１
2025/06/23,00:15:08.9,トカラ列島近海,29°18.3′N,129°26.1′E,12 km,3.6,震度４
2025/06/23,00:14:37.6,トカラ列島近海,29°21.1′N,129°22.0′E,18 km,2.4,震度１
2025/06/23,00:13:09.1,トカラ列島近海,29°18.5′N,129°23.5′E,19 km,2.7,震度１
2025/06/23,00:11:20.2,トカラ列島近海,29°17.6′N,129°20.7′E,24 km,2.7,震度２
2025/06/23,00:08:28.2,トカラ列島近海,29°20.1′N,129°15.7′E,27 km,2.9,震度１
2025/06/23,00:07:46.9,トカラ列島近海,29°18.6′N,129°23.9′E,18 km,3.3,震度２
2025/06/23,00:03:38.7,トカラ列島近海,29°18.7′N,129°23.1′E,19 km,2.7,震度１
2025/06/23,00:00:47.2,トカラ列島近海,29°19.0′N,129°23.0′E,19 km,4.0,震度２
2025/06/22,22:34:10.6,トカラ列島近海,29°19.0′N,129°22.5′E,20 km,3.1,震度２
2025/06/22,22:13:59.2,トカラ列島近海,29°16.0′N,129°19.2′E,19 km,3.3,震度２
2025/06/22,20:59:12.0,トカラ列島近海,29°13.8′N,129°10.2′E,12 km,2.2,震度１
2025/06/22,20:57:57.1,トカラ列島近海,29°15.5′N,129°09.4′E,11 km,1.7,震度１
2025/06/22,20:28:43.1,トカラ列島近海,29°16.7′N,129°23.4′E,14 km,2.5,震度１
2025/06/22,20:08:05.7,トカラ列島近海,29°19.8′N,129°11.4′E,14 km,4.1,震度３
2025/06/22,19:51:59.3,トカラ列島近海,29°20.2′N,129°20.9′E,17 km,3.5,震度２
2025/06/22,19:17:51.6,トカラ列島近海,29°17.8′N,129°24.2′E,15 km,2.6,震度１
2025/06/22,18:35:42.6,トカラ列島近海,29°16.3′N,129°25.0′E,13 km,2.3,震度１
2025/06/22,18:10:51.4,トカラ列島近海,29°18.3′N,129°19.5′E,8 km,3.0,震度２
2025/06/22,18:09:00.6,トカラ列島近海,29°18.0′N,129°20.8′E,19 km,2.4,震度１
2025/06/22,18:04:40.7,トカラ列島近海,29°21.8′N,129°24.0′E,26 km,2.4,震度１
2025/06/22,18:01:18.3,トカラ列島近海,29°14.3′N,129°24.3′E,16 km,3.0,震度１
2025/06/22,17:58:46.8,トカラ列島近海,29°16.6′N,129°22.0′E,15 km,3.7,震度３
2025/06/22,17:57:56.8,トカラ列島近海,29°19.7′N,129°18.3′E,21 km,3.8,震度２
2025/06/22,17:55:37.5,トカラ列島近海,29°17.5′N,129°19.3′E,12 km,3.1,震度１
2025/06/22,17:53:12.7,トカラ列島近海,29°19.7′N,129°18.1′E,22 km,2.5,震度１
2025/06/22,17:47:05.2,トカラ列島近海,29°15.5′N,129°19.8′E,20 km,2.7,震度１
2025/06/22,17:45:35.2,トカラ列島近海,29°16.2′N,129°19.9′E,13 km,3.7,震度２
2025/06/22,17:43:45.6,トカラ列島近海,29°16.5′N,129°20.1′E,14 km,3.2,震度１
2025/06/22,17:36:53.6,トカラ列島近海,29°16.6′N,129°22.7′E,13 km,2.4,震度１
2025/06/22,17:35:44.3,トカラ列島近海,29°16.5′N,129°24.3′E,12 km,3.2,震度２
2025/06/22,17:34:17.3,トカラ列島近海,29°16.7′N,129°19.6′E,21 km,2.9,震度１
2025/06/22,17:31:05.1,トカラ列島近海,29°17.0′N,129°20.0′E,17 km,3.4,震度２
2025/06/22,17:29:50.3,トカラ列島近海,29°19.3′N,129°12.8′E,24 km,4.1,震度２
2025/06/22,17:17:28.9,トカラ列島近海,29°19.2′N,129°18.5′E,15 km,3.8,震度２
2025/06/22,17:15:02.7,トカラ列島近海,29°21.3′N,129°17.0′E,24 km,5.1,震度４
2025/06/22,17:04:35.9,トカラ列島近海,29°17.4′N,129°20.6′E,20 km,2.9,震度１
2025/06/22,16:38:00.7,トカラ列島近海,29°18.3′N,129°20.9′E,20 km,2.3,震度１
2025/06/22,16:34:05.3,トカラ列島近海,29°18.6′N,129°20.4′E,19 km,2.9,震度２
2025/06/22,16:18:41.5,トカラ列島近海,29°19.2′N,129°22.3′E,19 km,2.5,震度１
2025/06/22,16:10:09.3,トカラ列島近海,29°18.0′N,129°21.2′E,19 km,3.3,震度２
2025/06/22,16:02:51.3,トカラ列島近海,29°18.5′N,129°24.9′E,18 km,3.0,震度１
2025/06/22,15:32:43.9,トカラ列島近海,29°20.1′N,129°16.5′E,24 km,2.9,震度１
2025/06/22,15:22:24.8,トカラ列島近海,29°20.7′N,129°18.2′E,27 km,2.4,震度１
2025/06/22,15:12:34.6,トカラ列島近海,29°19.4′N,129°20.7′E,20 km,2.6,震度１
2025/06/22,15:01:31.1,トカラ列島近海,29°18.5′N,129°21.8′E,17 km,2.5,震度１
2025/06/22,14:38:54.4,トカラ列島近海,29°18.9′N,129°16.1′E,23 km,2.9,震度１
2025/06/22,14:27:03.7,トカラ列島近海,29°17.6′N,129°23.0′E,19 km,4.2,震度２
2025/06/22,14:17:01.1,トカラ列島近海,29°20.5′N,129°20.2′E,21 km,3.3,震度２
2025/06/22,14:10:36.1,トカラ列島近海,29°18.0′N,129°22.4′E,17 km,2.9,震度２
2025/06/22,14:06:41.8,トカラ列島近海,29°18.8′N,129°21.4′E,18 km,3.0,震度２
2025/06/22,13:50:21.1,トカラ列島近海,29°18.0′N,129°13.2′E,23 km,3.5,震度２
2025/06/22,13:42:39.4,トカラ列島近海,29°18.2′N,129°22.8′E,18 km,2.9,震度１
2025/06/22,13:37:50.7,トカラ列島近海,29°19.8′N,129°20.7′E,18 km,4.0,震度２
2025/06/22,13:33:27.2,トカラ列島近海,29°17.2′N,129°24.8′E,12 km,2.9,震度１
2025/06/22,13:28:01.6,トカラ列島近海,29°18.3′N,129°23.4′E,14 km,2.4,震度１
2025/06/22,13:05:06.7,トカラ列島近海,29°18.7′N,129°23.1′E,19 km,2.9,震度２
2025/06/22,12:57:09.1,トカラ列島近海,29°19.4′N,129°22.0′E,18 km,3.0,震度２
2025/06/22,12:43:59.4,トカラ列島近海,29°18.5′N,129°17.6′E,23 km,3.7,震度３
2025/06/22,12:41:59.2,トカラ列島近海,29°19.0′N,129°22.3′E,20 km,3.1,震度２
2025/06/22,12:40:00.4,トカラ列島近海,29°18.5′N,129°15.1′E,23 km,不明,震度１
2025/06/22,12:39:26.2,トカラ列島近海,29°15.6′N,129°26.8′E,1 km,不明,震度１
2025/06/22,12:37:18.3,トカラ列島近海,29°18.8′N,129°20.3′E,20 km,4.4,震度３
2025/06/22,12:29:38.4,トカラ列島近海,29°17.0′N,129°24.9′E,15 km,2.8,震度１
2025/06/22,12:25:19.8,トカラ列島近海,29°17.5′N,129°25.8′E,13 km,3.0,震度１
2025/06/22,12:16:11.3,トカラ列島近海,29°18.6′N,129°21.9′E,17 km,3.2,震度１
2025/06/22,12:15:03.8,トカラ列島近海,29°13.9′N,129°24.5′E,19 km,3.1,震度２
2025/06/22,12:12:24.6,トカラ列島近海,29°19.0′N,129°22.9′E,19 km,4.5,震度４
2025/06/22,12:10:10.1,トカラ列島近海,29°18.8′N,129°23.6′E,18 km,不明,震度１
2025/06/22,11:58:30.5,トカラ列島近海,29°18.2′N,129°14.2′E,21 km,2.7,震度１
2025/06/22,11:55:22.5,トカラ列島近海,29°19.2′N,129°22.9′E,17 km,2.8,震度１
2025/06/22,11:39:59.3,トカラ列島近海,29°16.7′N,129°26.1′E,12 km,2.8,震度１
2025/06/22,11:35:57.4,トカラ列島近海,29°18.2′N,129°20.7′E,18 km,2.9,震度１
2025/06/22,11:19:14.1,トカラ列島近海,29°18.4′N,129°23.4′E,18 km,2.7,震度１
2025/06/22,11:06:12.3,トカラ列島近海,29°15.1′N,129°19.6′E,21 km,2.8,震度１
2025/06/22,10:37:18.9,トカラ列島近海,29°18.6′N,129°19.6′E,21 km,2.6,震度１
2025/06/22,10:35:07.4,トカラ列島近海,29°17.4′N,129°25.6′E,13 km,2.7,震度１
2025/06/22,10:32:04.8,トカラ列島近海,29°17.9′N,129°24.1′E,16 km,2.8,震度１
2025/06/22,10:25:41.5,トカラ列島近海,29°19.8′N,129°21.7′E,18 km,3.3,震度２
2025/06/22,10:18:12.5,トカラ列島近海,29°18.1′N,129°25.1′E,8 km,2.6,震度１
2025/06/22,10:04:27.5,トカラ列島近海,29°17.5′N,129°24.8′E,5 km,2.7,震度１
2025/06/22,09:58:42.8,トカラ列島近海,29°18.8′N,129°23.1′E,19 km,3.1,震度１
2025/06/22,09:44:23.9,トカラ列島近海,29°17.8′N,129°20.1′E,16 km,2.6,震度１
2025/06/22,09:18:49.4,トカラ列島近海,29°19.8′N,129°22.4′E,21 km,2.7,震度１
2025/06/22,09:15:42.0,トカラ列島近海,29°19.0′N,129°23.0′E,19 km,4.5,震度３
2025/06/22,08:34:47.9,トカラ列島近海,29°15.5′N,129°20.1′E,18 km,3.1,震度２
2025/06/22,07:27:25.2,トカラ列島近海,29°18.1′N,129°22.5′E,17 km,3.5,震度２
2025/06/22,07:23:16.5,トカラ列島近海,29°20.4′N,129°11.8′E,27 km,2.6,震度１
2025/06/22,06:39:59.9,トカラ列島近海,29°17.7′N,129°25.1′E,18 km,2.7,震度１
2025/06/22,06:35:55.8,トカラ列島近海,29°18.3′N,129°18.3′E,22 km,2.6,震度１
2025/06/22,06:30:59.3,トカラ列島近海,29°15.6′N,129°27.3′E,11 km,3.0,震度２
2025/06/22,06:28:03.1,トカラ列島近海,29°14.6′N,129°22.1′E,16 km,2.8,震度１
2025/06/22,06:11:39.2,トカラ列島近海,29°18.3′N,129°22.1′E,16 km,2.9,震度１
2025/06/22,06:04:07.5,トカラ列島近海,29°16.3′N,129°25.2′E,10 km,2.8,震度１
2025/06/22,05:53:15.0,トカラ列島近海,29°18.9′N,129°22.9′E,21 km,4.6,震度３
2025/06/22,05:48:58.0,トカラ列島近海,29°18.4′N,129°21.7′E,18 km,2.7,震度１
2025/06/22,05:45:13.2,トカラ列島近海,29°18.1′N,129°24.1′E,12 km,3.2,震度１
2025/06/22,05:32:57.6,トカラ列島近海,29°19.2′N,129°13.1′E,25 km,2.8,震度１
2025/06/22,05:25:40.8,トカラ列島近海,29°17.2′N,129°22.7′E,16 km,3.6,震度２
2025/06/22,05:24:36.0,トカラ列島近海,29°20.2′N,129°17.1′E,23 km,4.1,震度２
2025/06/22,05:08:53.9,トカラ列島近海,29°17.4′N,129°25.5′E,12 km,2.7,震度１
2025/06/22,04:57:47.8,トカラ列島近海,29°18.2′N,129°21.7′E,17 km,2.7,震度１
2025/06/22,04:38:05.0,トカラ列島近海,29°17.1′N,129°23.5′E,15 km,3.1,震度１
2025/06/22,04:37:07.2,トカラ列島近海,29°18.9′N,129°21.9′E,20 km,3.4,震度２
2025/06/22,04:31:28.3,トカラ列島近海,29°17.2′N,129°23.4′E,15 km,3.1,震度１
2025/06/22,04:21:06.8,トカラ列島近海,29°18.1′N,129°21.4′E,16 km,2.7,震度１
2025/06/22,04:18:34.5,トカラ列島近海,29°15.6′N,129°26.6′E,8 km,3.1,震度２
2025/06/22,04:13:15.2,トカラ列島近海,29°17.3′N,129°25.6′E,12 km,2.5,震度１
2025/06/22,04:12:00.2,トカラ列島近海,29°17.1′N,129°24.0′E,15 km,3.0,震度１
2025/06/22,03:52:35.2,トカラ列島近海,29°16.2′N,129°20.5′E,16 km,3.0,震度１
2025/06/22,03:45:07.9,トカラ列島近海,29°15.5′N,129°19.9′E,17 km,3.0,震度１
2025/06/22,03:35:38.3,トカラ列島近海,29°18.5′N,129°14.8′E,24 km,2.9,震度１
2025/06/22,03:30:06.0,トカラ列島近海,29°16.8′N,129°26.1′E,12 km,2.6,震度１
2025/06/22,03:18:52.6,トカラ列島近海,29°17.9′N,129°23.1′E,16 km,2.8,震度１
2025/06/22,03:16:01.4,トカラ列島近海,29°16.0′N,129°21.8′E,17 km,2.9,震度１
2025/06/22,02:58:46.2,トカラ列島近海,29°19.3′N,129°23.5′E,18 km,2.9,震度２
2025/06/22,02:56:13.6,トカラ列島近海,29°18.4′N,129°21.7′E,21 km,2.8,震度１
2025/06/22,02:52:08.4,トカラ列島近海,29°19.1′N,129°22.8′E,20 km,4.5,震度３
2025/06/22,02:31:07.5,トカラ列島近海,29°18.1′N,129°24.4′E,17 km,3.4,震度２
2025/06/22,02:19:07.8,トカラ列島近海,29°18.8′N,129°22.2′E,21 km,3.6,震度２
2025/06/22,02:17:06.6,トカラ列島近海,29°18.5′N,129°22.3′E,17 km,2.6,震度１
2025/06/22,02:03:34.0,トカラ列島近海,29°18.4′N,129°20.4′E,21 km,2.4,震度１
2025/06/22,01:48:35.4,トカラ列島近海,29°16.4′N,129°25.6′E,11 km,3.1,震度２
2025/06/22,01:44:47.7,トカラ列島近海,29°17.4′N,129°27.4′E,8 km,2.6,震度１
2025/06/22,01:43:16.6,トカラ列島近海,29°18.7′N,129°22.2′E,19 km,2.9,震度１
2025/06/22,01:08:50.8,トカラ列島近海,29°18.5′N,129°22.5′E,16 km,2.8,震度１
2025/06/22,01:02:20.9,トカラ列島近海,29°19.5′N,129°17.0′E,27 km,2.5,震度１
2025/06/22,00:58:45.5,トカラ列島近海,29°18.3′N,129°23.4′E,18 km,2.7,震度１
2025/06/21,23:31:55.4,トカラ列島近海,29°17.2′N,129°24.6′E,20 km,4.1,震度３
2025/06/21,23:10:56.6,トカラ列島近海,29°17.4′N,129°24.7′E,17 km,4.3,震度３
2025/06/21,22:55:25.8,トカラ列島近海,29°18.5′N,129°24.5′E,17 km,2.2,震度１
2025/06/21,22:26:59.2,トカラ列島近海,29°18.8′N,129°22.4′E,16 km,2.5,震度１
2025/06/21,22:25:47.1,トカラ列島近海,29°17.5′N,129°28.5′E,13 km,2.5,震度１
2025/06/21,22:23:25.4,トカラ列島近海,29°19.1′N,129°22.8′E,20 km,2.8,震度２
2025/06/21,22:16:47.3,トカラ列島近海,29°17.4′N,129°24.8′E,16 km,2.8,震度１
2025/06/21,22:11:21.2,トカラ列島近海,29°18.2′N,129°23.5′E,17 km,2.8,震度１
2025/06/21,22:00:40.9,トカラ列島近海,29°18.0′N,129°22.9′E,19 km,2.8,震度１
2025/06/21,21:24:07.7,トカラ列島近海,29°17.7′N,129°22.3′E,19 km,2.3,震度１
2025/06/21,20:52:18.8,トカラ列島近海,29°17.6′N,129°22.3′E,17 km,2.6,震度１
2025/06/21,17:31:41.9,トカラ列島近海,29°17.3′N,129°24.8′E,16 km,2.7,震度１
2025/06/21,15:57:48.9,トカラ列島近海,29°18.1′N,129°23.0′E,20 km,2.8,震度１
2025/06/21,15:31:20.4,トカラ列島近海,29°18.3′N,129°22.9′E,19 km,2.8,震度１
2025/06/21,15:28:30.5,トカラ列島近海,29°18.0′N,129°23.8′E,17 km,2.8,震度１
2025/06/21,14:26:48.9,トカラ列島近海,29°17.7′N,129°24.0′E,16 km,2.4,震度１
2025/06/21,14:16:46.3,トカラ列島近海,29°18.0′N,129°22.9′E,20 km,2.5,震度１
2025/06/21,14:11:09.8,トカラ列島近海,29°18.5′N,129°22.2′E,21 km,2.8,震度１
2025/06/21,13:22:18.9,トカラ列島近海,29°18.9′N,129°21.2′E,21 km,2.8,震度１
2025/06/21,13:15:27.3,トカラ列島近海,29°18.6′N,129°22.0′E,21 km,3.1,震度１
2025/06/21,12:23:00.7,トカラ列島近海,29°18.3′N,129°22.4′E,19 km,2.8,震度１
2025/06/21,12:14:22.2,トカラ列島近海,29°18.2′N,129°22.5′E,18 km,2.4,震度１
2025/06/21,10:34:50.3,トカラ列島近海,29°18.2′N,129°22.1′E,19 km,2.6,震度１
2025/06/21,10:33:16.1,トカラ列島近海,29°18.2′N,129°22.9′E,20 km,3.4,震度１
2025/06/21,10:07:34.7,トカラ列島近海,29°17.7′N,129°22.8′E,19 km,2.6,震度１
2025/06/21,09:56:54.4,トカラ列島近海,29°18.4′N,129°22.5′E,20 km,3.4,震度１
2025/06/21,09:02:27.9,トカラ列島近海,29°18.6′N,129°22.1′E,21 km,3.2,震度２
2025/06/21,08:13:54.3,トカラ列島近海,29°18.1′N,129°22.9′E,20 km,2.5,震度１
